participant,Group,category,category_type,selectedItems,UnselectedItems,TrialTime,corAns,Miss,session
7,NT,home appliances,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//home appliances/hand whisk.png', 64.29774498939514], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//home appliances/food processor.png', 65.60400485992432], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//home appliances/fridge.png', 67.58199286460876], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//home appliances/dishwasher.png', 68.46143794059753]]",[],11.39139509,4,0,2
7,NT,things with handles,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with handles/broom handle.png', 76.11947584152222], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with handles/shears.png', 77.98845481872559], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with handles//not/daisies.png', 77.98845481872559], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with handles//not/daisies.png', 77.98845481872559], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with handles//not/daisies.png', 77.98845481872559], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with handles/pots.png', 87.05333185195923], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with handles//not/glove.png', 97.23151803016663]]","[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with handles//not/daisies.png', 77.98845481872559], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with handles//not/daisies.png', 77.98845481872559], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with handles//not/daisies.png', 85.43792700767517]]",28.45381308,3,1,2
7,NT,non food things found in the kitchen,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//non food things found in the kitchen/kettle.png', 104.96814703941345], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//non food things found in the kitchen/fork.png', 105.70174503326416], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//non food things found in the kitchen/tray.png', 107.36887502670288], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//non food things found in the kitchen/food processor.png', 111.9879310131073]]",[],15.42045093,4,0,2
7,NT,dangerous animals,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/hippo.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/cow.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/cow.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/hippo.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/hippo.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/hippo.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/hippo.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/hippo.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/hippo.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/cow.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/cow.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/cow.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/cow.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/cow.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/cow.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/cow.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/cow.png', 121.2255129814148], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/cow.png', 121.2255129814148], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/cow.png', 121.2255129814148], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/hippo.png', 122.70347690582275], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/hippo.png', 122.70347690582275], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/hippo.png', 122.70347690582275], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/hippo.png', 122.70347690582275], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/hippo.png', 122.70347690582275], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/lion.png', 128.09625697135925], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/horse.png', 148.1282958984375], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/donkey.png', 150.04813194274902], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/fish.png', 150.04813194274902]]","[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/cow.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/hippo.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/hippo.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/hippo.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/hippo.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/hippo.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/hippo.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/hippo.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/cow.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/cow.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/cow.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/cow.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/cow.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/cow.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/cow.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/cow.png', 119.2254228591919], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/cow.png', 121.2255129814148], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/cow.png', 121.2255129814148], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/cow.png', 122.70347690582275], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/hippo.png', 122.70347690582275], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/hippo.png', 122.70347690582275], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/hippo.png', 122.70347690582275], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/hippo.png', 122.70347690582275], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/donkey.png', 150.04813194274902]]",35.83380604,2,2,2
7,NT,vegetables,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//vegetables/cabbage 2.png', 153.54286885261536], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//vegetables/cabbage 2.png', 153.54286885261536], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//vegetables//not/stove.png', 155.71114301681519], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//vegetables/cabbage 2.png', 157.12761402130127], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//vegetables/brocolli.png', 158.4719729423523], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//vegetables/peas.png', 158.4719729423523], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//vegetables/peas.png', 158.4719729423523], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//vegetables/peas.png', 158.4719729423523], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//vegetables/peas.png', 158.4719729423523], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//vegetables/carrot.png', 163.20008301734924]]","[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//vegetables/cabbage 2.png', 153.54286885261536], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//vegetables/cabbage 2.png', 153.54286885261536], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//vegetables//not/stove.png', 156.5443799495697], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//vegetables/peas.png', 158.4719729423523], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//vegetables/peas.png', 158.4719729423523], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//vegetables/peas.png', 158.4719729423523]]",15.91714096,4,0,2
7,NT,long thin objects,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//long thin objects/Lampost.png', 170.06803584098816], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//long thin objects/cigar.png', 171.67262983322144], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//long thin objects/paintbrush 1.png', 173.63603496551514], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//long thin objects/grabber.png', 175.3609619140625], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//long thin objects//not/970801_2963_3018_oslp.png', 175.3609619140625], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//long thin objects/grabber.png', 175.3609619140625], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//long thin objects/grabber.png', 177.1362819671631], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//long thin objects//not/970801_2963_3018_oslp.png', 177.1362819671631], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//long thin objects//not/970801_2963_3018_oslp.png', 177.1362819671631]]","[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//long thin objects/grabber.png', 175.3609619140625], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//long thin objects/grabber.png', 177.1362819671631], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//long thin objects//not/970801_2963_3018_oslp.png', 177.1362819671631], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//long thin objects//not/970801_2963_3018_oslp.png', 177.1362819671631], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//long thin objects//not/970801_2963_3018_oslp.png', 179.2328519821167]]",13.95932412,4,0,2
7,NT,birds,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//birds/toucan.png', 186.0804250240326], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//birds/toucan.png', 187.3764410018921], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//birds/mallard duck.png', 191.5459439754486], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//birds/owl.png', 194.4964578151703], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//birds/swan.png', 196.76433181762695]]","[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//birds/toucan.png', 186.0804250240326]]",17.3038919,4,0,2
7,NT,objects found in the laundry room,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects found in the laundry room/washing machine.png', 202.31726503372192], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects found in the laundry room/ironing board.png', 205.45834589004517], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects found in the laundry room//not/glove.png', 209.12981295585632], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects found in the laundry room/detergent powder.png', 210.15360283851624], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects found in the laundry room/wringer.png', 212.88909697532654]]","[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects found in the laundry room//not/glove.png', 211.90632891654968]]",16.20552707,4,0,2
7,NT,fruit,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/avocado.png', 218.1958248615265], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/avocado.png', 218.1958248615265], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/avocado.png', 218.1958248615265], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/avocado.png', 218.1958248615265], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/avocado.png', 218.1958248615265], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/avocado.png', 218.1958248615265], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/avocado.png', 218.1958248615265], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/avocado.png', 218.1958248615265], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/avocado.png', 218.1958248615265], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/avocado.png', 218.1958248615265], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/avocado.png', 218.1958248615265], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/avocado.png', 220.59401893615723], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/apple.png', 222.56167483329773], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/orange.png', 224.246031999588], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/watermelon.png', 227.36297583580017]]","[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/avocado.png', 218.1958248615265], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/avocado.png', 218.1958248615265], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/avocado.png', 218.1958248615265], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/avocado.png', 218.1958248615265], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/avocado.png', 218.1958248615265], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/avocado.png', 218.1958248615265], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/avocado.png', 218.1958248615265], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/avocado.png', 218.1958248615265], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/avocado.png', 218.1958248615265], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/avocado.png', 218.1958248615265], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/avocado.png', 218.1958248615265]]",13.38624907,4,0,2
7,NT,animals with stripes,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//animals with stripes/zebra.png', 233.59951281547546], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//animals with stripes/badger.png', 233.59951281547546], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//animals with stripes/badger.png', 233.59951281547546], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//animals with stripes/badger.png', 233.59951281547546], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//animals with stripes/badger.png', 233.59951281547546], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//animals with stripes/cat stripes.png', 239.8037588596344], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//animals with stripes/sheephead.png', 244.34739303588867]]","[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//animals with stripes/badger.png', 233.59951281547546], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//animals with stripes/badger.png', 233.59951281547546], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//animals with stripes/badger.png', 233.59951281547546]]",17.67793798,4,0,2
7,NT,things that are blue,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are blue/boots.png', 249.8256368637085], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are blue/bulb.png', 250.89934587478638], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are blue/ice hockey player.png', 252.09308385849], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are blue/whistle.png', 252.97619581222534]]",[],8.482858181,4,0,2
7,NT,farm animals,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//farm animals/horse.png', 259.6279790401459], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//farm animals/hen.png', 260.70013093948364], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//farm animals/donkey.png', 262.5558249950409], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//farm animals/sheep.png', 263.8849358558655]]",[],10.34598708,4,0,2
7,NT,insects,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//insects/bees.png', 269.5879328250885], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//insects/beetle2.png', 272.8869388103485], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//insects/dragonfly1.png', 274.1889748573303], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//insects/butterfly.png', 275.1483769416809]]",[],11.17075801,4,0,2
7,NT,objects used for transportation,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects used for transportation/boat.png', 280.5565710067749], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects used for transportation/train.png', 289.6846249103546], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects used for transportation/plane.png', 294.24811697006226], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects used for transportation/helicopter.png', 294.9984588623047]]",[],20.5306139,4,0,2
7,NT,things that are red,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are red/tomatoe.png', 299.93407583236694], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are red/buddha.png', 301.0616018772125], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are red/bucket.png', 303.318186044693], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are red/tartan cloth.png', 305.0526900291443]]",[],9.195686102,4,0,2
7,NT,things that are soft,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are soft/teddy.png', 312.53372597694397], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are soft/kitten.png', 314.3972158432007], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are soft/candy floss.png', 319.48533296585083], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are soft//not/glass of milk.png', 329.0698459148407], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are soft//not/turtle.png', 332.7678680419922], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are soft//not/sedan.png', 333.85421991348267], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are soft/candy floss.png', 337.9541389942169]]","[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are soft/candy floss.png', 329.0698459148407], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are soft//not/sedan.png', 335.4698929786682], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are soft//not/turtle.png', 336.7427430152893]]",36.68959379,3,1,2
7,NT,things with doors,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with doors/telephone box.png', 346.92464995384216], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with doors/bus.png', 346.92464995384216], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with doors/bus.png', 346.92464995384216], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with doors/bus.png', 346.92464995384216], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with doors/bus.png', 352.36141300201416], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with doors/garage.png', 352.36141300201416], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with doors/garage.png', 356.935142993927], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with doors/cabinet.png', 358.6396379470825]]","[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with doors/bus.png', 346.92464995384216], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with doors/bus.png', 346.92464995384216], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with doors/bus.png', 346.92464995384216], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with doors/garage.png', 355.41522693634033]]",18.0501349,4,0,2
7,NT,things that fly,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//things that fly/owl.png', 366.0790629386902], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//things that fly/bird2.png', 368.49625992774963], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//things that fly/spaceship1.png', 369.83692383766174], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//things that fly/helicopter.png', 371.3597128391266]]",[],11.76983595,4,0,2
7,NT,tools,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//tools/wire cutter.png', 379.6720509529114], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//tools/trowel.png', 381.89555287361145], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//tools/scraper for drywall.png', 391.13153290748596], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//tools/hand drill.png', 399.93630290031433]]",[],29.13666987,4,0,2
7,NT,small objects,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//small objects/microschip.png', 409.6735370159149], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//small objects/pins.png', 416.24931287765503], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//small objects/key.png', 418.99450302124023], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//small objects/coin.png', 422.0670590400696]]",[],22.51003194,4,0,2
7,NT,things made of wood,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things made of wood/pipe.png', 428.3666498661041], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things made of wood/hammer.png', 431.6743049621582], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things made of wood/slingshot.png', 435.49853897094727], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things made of wood//not/glove.png', 452.18667101860046], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things made of wood//not/button.png', 459.3547718524933]]","[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things made of wood//not/glove.png', 455.5147340297699]]",35.93680382,3,1,2
7,NT,things that are orange,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are orange/butterfly.png', 463.620689868927], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are orange/orange.png', 464.8595378398895], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are orange/hand.png', 466.8526568412781], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are orange/tiger.png', 475.7399299144745]]",[],17.64934516,4,0,2
7,NT,things that are round,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are round/globe.png', 480.7079119682312], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are round/dartboard.png', 481.8517818450928], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are round/cd.png', 483.4848120212555], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are round/ring.png', 484.5480589866638]]",[],7.027750969,4,0,2
7,NT,things that are yellow,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are yellow/torch.png', 488.16380882263184], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are yellow/helmet.png', 490.1317129135132], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are yellow/receipt.png', 491.34892892837524], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are yellow/bus.png', 492.04402589797974]]",[],7.554630995,4,0,2
7,NT,clothes,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//clothes/skirt1.png', 495.7840209007263], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//clothes/shorts.png', 498.38812494277954], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//clothes/shirt.png', 499.78913283348083], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//clothes/skirt2.png', 502.7966818809509]]",[],12.31148505,4,0,2
7,NT,objects that hold water,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects that hold water/copper kettle.png', 510.1589319705963], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects that hold water/jug.png', 512.2465808391571], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects that hold water/water pistol.png', 513.5930738449097], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects that hold water/bucket.png', 515.8215010166168]]",[],11.29867911,4,0,2
7,NT,musical instruments,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//musical instruments/guitar3.png', 519.6299579143524], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//musical instruments/clarinet_3.png', 520.3816468715668], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//musical instruments/wooden_flute_1.png', 521.4142169952393], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//musical instruments/maracas_3.png', 530.6062679290771]]",[],15.06869483,4,0,2
